Timestamp,X,Y
1683182000766,500.27437203882175,499.90139754854846
1683182000875,503.07817536687423,499.1558324851007
1683182000985,511.9008824965483,497.54637841413
1683182001073,529.9605832788583,496.2670702451376
1683182001180,555.5970807722904,496.2145303146562
1683182001272,590.7746093434109,498.85041096738706
1683182001372,634.325983895498,504.31287073989665
1683182001467,674.7283546691161,516.9182619880396
1683182001546,703.9461843242076,545.7237520572944
1683182001632,715.4176864133931,572.6783980421209
1683182001712,726.112040874004,602.1114687369254
1683182001800,733.2456613577349,615.9542452055766
1683182001875,765.5463639538611,605.9234080223132
1683182001972,789.0622808959805,594.1335447427342
1683182002073,844.0065672785446,541.9110855692953
1683182002160,891.4498116690527,468.7523380062578
1683182002253,941.5068055931541,395.71770556684066
1683182002353,986.7697672023919,320.3121878368023
1683182002466,1004.6195281668552,306.6444152158182
1683182002597,947.0376605724557,352.1439301090964
1683182002703,902.722491127129,391.74620979613445
1683182002808,894.1729520065627,417.5206139111378
1683182003331,862.6419271639808,439.6126414317168
1683182003447,821.700369190008,492.38198458606024
1683182003568,778.3569362136042,546.3630305710859
1683182003675,769.4852503512477,565.4692466031257
1683182003796,752.2131878242283,583.097378872706
1683182003899,727.7497837596746,617.1924810390233
1683182007134,715.0674968438109,631.2667494206925
1683182007231,709.4832711246947,625.3924863770542
1683182007341,703.6368194136734,628.8095979733605
1683182007460,734.0704016670003,612.0132763832319
1683182007618,755.4565884388528,581.8878771515764
1683182007825,735.7278076738663,555.0691404035394
1683182008042,718.5492264949701,524.9106971791074
1683182008175,729.5034890742708,501.04864693669816
1683182008283,719.5825086063263,489.03812333341193
1683182008374,718.8497253599028,471.43778209328667
1683182008465,717.9258403014882,451.23364438010196
1683182008568,745.8295527379158,430.78875948912986
1683182008644,759.4558754090148,453.2249471102108
1683182008729,740.5252044219684,490.0099218100847
1683182008823,744.4854358470952,508.81297847288744
1683182008915,742.3693411413326,533.5586183881004
1683182009025,740.2532811646811,560.40143638905
1683182009120,732.423526518315,584.7143609813635
1683182009208,738.3567568558361,599.7081106236777
1683182009295,738.0590280055851,611.4868710935742
1683182009390,720.3012322526766,625.699408006748
1683182009478,708.6395831487296,621.0396484199283
1683182009559,700.8856298371918,599.5080976689187
1683182009669,716.4925814550334,592.7065529256475
1683182009753,719.5632062034191,593.9789501859796
1683182009822,739.1132031591517,591.5802781623108
1683182009910,755.3172384447003,581.903197815498
1683182009999,763.0950244222931,583.6621357334699
1683182010103,791.2147455246048,564.9797008285473
1683182010195,829.5004825872467,533.0822493208402
1683182010281,859.2827353275804,491.5837040337599
1683182010359,881.5910166849444,466.23929141800664
1683182010443,904.5878537901413,431.13386025310865
1683182010544,924.1276288280061,403.91968734349666
1683182010628,933.5515401822818,388.4796170267189
1683182010729,938.7903611513694,374.84068075683564
1683182010806,935.9018331648144,374.45338729374214
1683182010878,906.9275243733729,358.03239383910864
1683182010960,880.6802471426982,396.5243237303218
1683182011045,839.6494981192244,445.8637791470521
1683182011125,809.8896449371524,481.7919922996662
1683182011220,789.8994880102523,510.33742607039625
1683182011313,777.8425335569287,527.8359446417395
1683182011395,764.8630141194437,544.7341558138185
1683182011479,773.107333351937,537.1779364730546
1683182011557,747.0833055155049,574.6911751911123
1683182011652,718.5571491490476,607.4011921180954
1683182011738,692.6539405059699,628.2178051094289
1683182011837,668.4926680575886,654.3000914906224
1683182011925,652.5633066784471,669.8634483182271
1683182012008,639.5910223917297,690.4639612743341
1683182012095,627.5474787268414,688.9592331657898
1683182012185,620.4185820029296,705.5216963174738
1683182012260,617.3987467364393,721.8130780187977
1683182012346,605.9526845297344,723.7199172311826
1683182012439,607.0452870122225,725.9486279788572
1683182012525,616.6845360174968,701.463784873296
1683182012610,633.0995178916611,673.3065913374635
1683182012694,651.7956453375136,643.4277743541027
1683182012780,669.1504016509607,633.3458479240975
1683182012864,673.9930555933638,627.2693343575481
1683182012946,686.221213449076,617.3794684354758
1683182013040,693.6930047824557,615.5278454089452
1683182013128,697.2225590632403,611.9586221201832
1683182013221,708.3375881283933,597.7060414699432
1683182013313,717.5448985935773,590.8363671073961
1683182013390,728.1592259290741,578.6252727754862
1683182013477,767.6498727931366,541.2082269987359
1683182013557,802.5587202838203,506.8046887997811
1683182013653,819.1469592233917,482.80257611587484
1683182013739,833.1166844625021,464.62289742170924
1683182013834,850.5953461784412,444.99839265531546
1683182013910,866.8939344534817,431.24004344872094
1683182013996,881.3657593225562,420.68425767263284
1683182014078,894.2720668742649,409.91330912139153
1683182014164,910.8405773735125,404.6135157802796
1683182014238,913.2919165179937,407.54421604103874
1683182014327,890.1079276867672,428.82301439828495
1683182014410,872.5694698062381,447.622775962033
1683182014499,848.1477863844785,463.76796802284343
1683182014576,826.9413860601853,482.4687377502229
1683182014661,810.5195815545276,524.4900183842169
1683182014748,801.3977576301916,548.3374910395577
1683182014830,781.4266630878584,575.4464636416528
1683182014912,770.3544544915742,574.1941745069475
1683182014995,758.9700305831618,585.2071258152654
1683182015073,772.4960820164785,586.7466927214069
1683182015161,777.4088076390166,567.9393177771875
1683182015241,786.1344350504957,565.5031233893983
1683182015332,809.4396647999655,540.3041984031261
1683182015411,835.2394502940027,518.9223352261544
1683182015496,850.1674326010142,503.90247166114386
1683182015588,851.2593178540174,504.0725415820204
1683182015685,856.9172737398837,502.1724588981366
1683182015760,871.7888230004457,500.51682287604245
1683182015839,886.6462863648537,498.76628063774706
1683182015928,880.6640767192895,509.19729495811873
1683182016022,882.2259871334638,514.5102174965134
1683182016114,885.9956328317734,515.7629739744905
1683182016195,895.6472836270791,500.6287378588043
1683182016278,921.8449987162501,471.27724947684396
1683182016362,932.1970797934147,452.60441500263937
1683182016444,963.2841239810795,383.26989357210505
1683182016526,973.7624593192782,324.2075284739532
1683182016606,973.9416113458494,283.2863718752371
1683182016695,964.6151379596668,259.01341216200075
1683182016780,956.8340728082787,238.4516050943367
1683182016872,950.1770439571055,227.55177074332292
1683182016961,941.8536098371434,215.87327721791246
1683182017039,926.0312966191611,216.11470814189232
